"Add Format","Add Format"
"Currency","Currency"
"Decimal separator","Decimal separator"
"Default","Default"
"Left","Left"
"Price Format","Price Format"
"Price Format Section","Price Format Section"
"Right","Right"
"Shopigo Extensions","Shopigo Extensions"
"Symbol position","Symbol position"
"Thousand separator","Thousand separator"
